id,name,type,tactics,description,severity,cvss_score,cvss_vector
T5766,TTP-380,TTP,discovery,Adversaries may perform malicious activity related to TTP 380.,high,,
CVE-2025-2001,CVE-381,CVE,initial-access,Critical vulnerability in software 381 allowing remote exploitation.,critical,9.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2024-1389,CVE-382,CVE,execution,Critical vulnerability in software 382 allowing remote exploitation.,high,9.3,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T5091,TTP-383,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 383.,medium,,
CVE-2022-1723,CVE-384,CVE,initial-access,Critical vulnerability in software 384 allowing remote exploitation.,critical,9.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2023-1066,CVE-385,CVE,initial-access,Critical vulnerability in software 385 allowing remote exploitation.,critical,7.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T2792,TTP-386,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 386.,critical,,
CVE-2025-8643,CVE-387,CVE,execution,Critical vulnerability in software 387 allowing remote exploitation.,critical,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2021-2159,CVE-388,CVE,privilege-escalation,Critical vulnerability in software 388 allowing remote exploitation.,high,9.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2023-4778,CVE-389,CVE,privilege-escalation,Critical vulnerability in software 389 allowing remote exploitation.,critical,9.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2024-9596,CVE-390,CVE,privilege-escalation,Critical vulnerability in software 390 allowing remote exploitation.,critical,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T2949,TTP-391,TTP,discovery,Adversaries may perform malicious activity related to TTP 391.,critical,,
T8565,TTP-392,TTP,execution,Adversaries may perform malicious activity related to TTP 392.,medium,,
CVE-2024-1735,CVE-393,CVE,execution,Critical vulnerability in software 393 allowing remote exploitation.,high,7.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2022-2779,CVE-394,CVE,privilege-escalation,Critical vulnerability in software 394 allowing remote exploitation.,critical,8.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
T8746,TTP-395,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 395.,high,,
T8216,TTP-396,TTP,impact,Adversaries may perform malicious activity related to TTP 396.,high,,
CVE-2021-4369,CVE-397,CVE,initial-access,Critical vulnerability in software 397 allowing remote exploitation.,high,7.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2025-4851,CVE-398,CVE,privilege-escalation,Critical vulnerability in software 398 allowing remote exploitation.,critical,9.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T9555,TTP-399,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 399.,critical,,
T2089,TTP-400,TTP,discovery,Adversaries may perform malicious activity related to TTP 400.,critical,,
CVE-2022-9721,CVE-401,CVE,initial-access,Critical vulnerability in software 401 allowing remote exploitation.,critical,8.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T2482,TTP-402,TTP,persistence,Adversaries may perform malicious activity related to TTP 402.,high,,
CVE-2020-6777,CVE-403,CVE,execution,Critical vulnerability in software 403 allowing remote exploitation.,high,8.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2020-5786,CVE-404,CVE,execution,Critical vulnerability in software 404 allowing remote exploitation.,high,8.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2025-7992,CVE-405,CVE,privilege-escalation,Critical vulnerability in software 405 allowing remote exploitation.,high,8.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T4997,TTP-406,TTP,execution,Adversaries may perform malicious activity related to TTP 406.,critical,,
CVE-2020-7078,CVE-407,CVE,execution,Critical vulnerability in software 407 allowing remote exploitation.,high,9.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2021-4317,CVE-408,CVE,privilege-escalation,Critical vulnerability in software 408 allowing remote exploitation.,high,7.3,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2024-9832,CVE-409,CVE,execution,Critical vulnerability in software 409 allowing remote exploitation.,critical,10.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2021-6678,CVE-410,CVE,execution,Critical vulnerability in software 410 allowing remote exploitation.,high,8.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2022-3490,CVE-411,CVE,execution,Critical vulnerability in software 411 allowing remote exploitation.,critical,8.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2021-3007,CVE-412,CVE,execution,Critical vulnerability in software 412 allowing remote exploitation.,critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2021-6954,CVE-413,CVE,initial-access,Critical vulnerability in software 413 allowing remote exploitation.,high,9.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
T4267,TTP-414,TTP,discovery,Adversaries may perform malicious activity related to TTP 414.,critical,,
T8556,TTP-415,TTP,persistence,Adversaries may perform malicious activity related to TTP 415.,high,,
CVE-2023-9571,CVE-416,CVE,execution,Critical vulnerability in software 416 allowing remote exploitation.,critical,8.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T9524,TTP-417,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 417.,medium,,
T9402,TTP-418,TTP,execution,Adversaries may perform malicious activity related to TTP 418.,high,,
T3122,TTP-419,TTP,execution,Adversaries may perform malicious activity related to TTP 419.,high,,
T2130,TTP-420,TTP,persistence,Adversaries may perform malicious activity related to TTP 420.,critical,,
T5035,TTP-421,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 421.,critical,,
CVE-2022-4145,CVE-422,CVE,initial-access,Critical vulnerability in software 422 allowing remote exploitation.,high,8.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2023-9030,CVE-423,CVE,privilege-escalation,Critical vulnerability in software 423 allowing remote exploitation.,critical,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2025-6371,CVE-424,CVE,initial-access,Critical vulnerability in software 424 allowing remote exploitation.,critical,9.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T6007,TTP-425,TTP,impact,Adversaries may perform malicious activity related to TTP 425.,medium,,
CVE-2022-5919,CVE-426,CVE,privilege-escalation,Critical vulnerability in software 426 allowing remote exploitation.,critical,8.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T4710,TTP-427,TTP,persistence,Adversaries may perform malicious activity related to TTP 427.,medium,,
T4179,TTP-428,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 428.,critical,,
CVE-2022-3988,CVE-429,CVE,privilege-escalation,Critical vulnerability in software 429 allowing remote exploitation.,high,7.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T8343,TTP-430,TTP,persistence,Adversaries may perform malicious activity related to TTP 430.,medium,,
T7915,TTP-431,TTP,discovery,Adversaries may perform malicious activity related to TTP 431.,medium,,
CVE-2024-5030,CVE-432,CVE,privilege-escalation,Critical vulnerability in software 432 allowing remote exploitation.,critical,8.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2020-8239,CVE-433,CVE,privilege-escalation,Critical vulnerability in software 433 allowing remote exploitation.,critical,7.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2022-1760,CVE-434,CVE,execution,Critical vulnerability in software 434 allowing remote exploitation.,critical,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T6242,TTP-435,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 435.,medium,,
CVE-2021-7498,CVE-436,CVE,privilege-escalation,Critical vulnerability in software 436 allowing remote exploitation.,high,7.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2021-7510,CVE-437,CVE,initial-access,Critical vulnerability in software 437 allowing remote exploitation.,critical,8.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T8499,TTP-438,TTP,discovery,Adversaries may perform malicious activity related to TTP 438.,medium,,
T9749,TTP-439,TTP,impact,Adversaries may perform malicious activity related to TTP 439.,critical,,
CVE-2025-2360,CVE-440,CVE,execution,Critical vulnerability in software 440 allowing remote exploitation.,high,9.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2023-4205,CVE-441,CVE,execution,Critical vulnerability in software 441 allowing remote exploitation.,high,8.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2024-9413,CVE-442,CVE,initial-access,Critical vulnerability in software 442 allowing remote exploitation.,critical,7.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T3610,TTP-443,TTP,discovery,Adversaries may perform malicious activity related to TTP 443.,critical,,
T6294,TTP-444,TTP,execution,Adversaries may perform malicious activity related to TTP 444.,high,,
CVE-2024-4151,CVE-445,CVE,initial-access,Critical vulnerability in software 445 allowing remote exploitation.,high,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
T4961,TTP-446,TTP,persistence,Adversaries may perform malicious activity related to TTP 446.,critical,,
CVE-2021-5946,CVE-447,CVE,execution,Critical vulnerability in software 447 allowing remote exploitation.,high,8.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2024-6122,CVE-448,CVE,initial-access,Critical vulnerability in software 448 allowing remote exploitation.,high,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2025-7941,CVE-449,CVE,privilege-escalation,Critical vulnerability in software 449 allowing remote exploitation.,critical,8.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T1144,TTP-450,TTP,execution,Adversaries may perform malicious activity related to TTP 450.,high,,
CVE-2025-3636,CVE-451,CVE,execution,Critical vulnerability in software 451 allowing remote exploitation.,high,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2021-8908,CVE-452,CVE,initial-access,Critical vulnerability in software 452 allowing remote exploitation.,high,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
T1905,TTP-453,TTP,execution,Adversaries may perform malicious activity related to TTP 453.,medium,,
CVE-2023-2962,CVE-454,CVE,privilege-escalation,Critical vulnerability in software 454 allowing remote exploitation.,high,8.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2021-1417,CVE-455,CVE,initial-access,Critical vulnerability in software 455 allowing remote exploitation.,high,9.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2022-5174,CVE-456,CVE,privilege-escalation,Critical vulnerability in software 456 allowing remote exploitation.,high,7.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2025-1378,CVE-457,CVE,privilege-escalation,Critical vulnerability in software 457 allowing remote exploitation.,critical,8.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2025-9787,CVE-458,CVE,execution,Critical vulnerability in software 458 allowing remote exploitation.,high,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T7747,TTP-459,TTP,impact,Adversaries may perform malicious activity related to TTP 459.,critical,,
CVE-2025-8887,CVE-460,CVE,initial-access,Critical vulnerability in software 460 allowing remote exploitation.,high,9.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T8763,TTP-461,TTP,persistence,Adversaries may perform malicious activity related to TTP 461.,critical,,
T9638,TTP-462,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 462.,critical,,
T4321,TTP-463,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 463.,medium,,
CVE-2024-9773,CVE-464,CVE,initial-access,Critical vulnerability in software 464 allowing remote exploitation.,high,9.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2023-4295,CVE-465,CVE,privilege-escalation,Critical vulnerability in software 465 allowing remote exploitation.,high,9.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2021-2000,CVE-466,CVE,execution,Critical vulnerability in software 466 allowing remote exploitation.,high,8.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T6723,TTP-467,TTP,execution,Adversaries may perform malicious activity related to TTP 467.,medium,,
T6956,TTP-468,TTP,impact,Adversaries may perform malicious activity related to TTP 468.,critical,,
T8219,TTP-469,TTP,impact,Adversaries may perform malicious activity related to TTP 469.,high,,
CVE-2023-1554,CVE-470,CVE,privilege-escalation,Critical vulnerability in software 470 allowing remote exploitation.,high,9.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
T1557,TTP-471,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 471.,high,,
T1114,TTP-472,TTP,discovery,Adversaries may perform malicious activity related to TTP 472.,medium,,
CVE-2025-8793,CVE-473,CVE,execution,Critical vulnerability in software 473 allowing remote exploitation.,high,8.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2022-4059,CVE-474,CVE,privilege-escalation,Critical vulnerability in software 474 allowing remote exploitation.,critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2021-7778,CVE-475,CVE,initial-access,Critical vulnerability in software 475 allowing remote exploitation.,high,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2024-7320,CVE-476,CVE,execution,Critical vulnerability in software 476 allowing remote exploitation.,critical,8.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T7922,TTP-477,TTP,persistence,Adversaries may perform malicious activity related to TTP 477.,medium,,
CVE-2022-6003,CVE-478,CVE,privilege-escalation,Critical vulnerability in software 478 allowing remote exploitation.,critical,7.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T3362,TTP-479,TTP,discovery,Adversaries may perform malicious activity related to TTP 479.,high,,
T6421,TTP-480,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 480.,critical,,
T2111,TTP-481,TTP,execution,Adversaries may perform malicious activity related to TTP 481.,medium,,
T7663,TTP-482,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 482.,medium,,
T7893,TTP-483,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 483.,medium,,
T3835,TTP-484,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 484.,critical,,
CVE-2021-1927,CVE-485,CVE,initial-access,Critical vulnerability in software 485 allowing remote exploitation.,high,8.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2023-2720,CVE-486,CVE,initial-access,Critical vulnerability in software 486 allowing remote exploitation.,high,9.3,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2024-6457,CVE-487,CVE,privilege-escalation,Critical vulnerability in software 487 allowing remote exploitation.,critical,9.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2020-2901,CVE-488,CVE,privilege-escalation,Critical vulnerability in software 488 allowing remote exploitation.,critical,7.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T1585,TTP-489,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 489.,high,,
CVE-2021-1479,CVE-490,CVE,execution,Critical vulnerability in software 490 allowing remote exploitation.,high,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2020-2166,CVE-491,CVE,initial-access,Critical vulnerability in software 491 allowing remote exploitation.,high,7.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T6255,TTP-492,TTP,discovery,Adversaries may perform malicious activity related to TTP 492.,critical,,
T4563,TTP-493,TTP,impact,Adversaries may perform malicious activity related to TTP 493.,high,,
CVE-2024-1244,CVE-494,CVE,execution,Critical vulnerability in software 494 allowing remote exploitation.,critical,8.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T2012,TTP-495,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 495.,critical,,
CVE-2021-3283,CVE-496,CVE,initial-access,Critical vulnerability in software 496 allowing remote exploitation.,high,9.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2021-7559,CVE-497,CVE,privilege-escalation,Critical vulnerability in software 497 allowing remote exploitation.,critical,9.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2020-5857,CVE-498,CVE,execution,Critical vulnerability in software 498 allowing remote exploitation.,high,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2024-6680,CVE-499,CVE,initial-access,Critical vulnerability in software 499 allowing remote exploitation.,high,8.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2022-4476,CVE-500,CVE,execution,Critical vulnerability in software 500 allowing remote exploitation.,high,9.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2021-6479,CVE-501,CVE,privilege-escalation,Critical vulnerability in software 501 allowing remote exploitation.,high,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T9024,TTP-502,TTP,persistence,Adversaries may perform malicious activity related to TTP 502.,critical,,
CVE-2025-9528,CVE-503,CVE,initial-access,Critical vulnerability in software 503 allowing remote exploitation.,high,9.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2023-1240,CVE-504,CVE,privilege-escalation,Critical vulnerability in software 504 allowing remote exploitation.,high,9.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T6610,TTP-505,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 505.,medium,,
T2838,TTP-506,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 506.,high,,
T2812,TTP-507,TTP,discovery,Adversaries may perform malicious activity related to TTP 507.,high,,
T4142,TTP-508,TTP,impact,Adversaries may perform malicious activity related to TTP 508.,critical,,
CVE-2024-2862,CVE-509,CVE,privilege-escalation,Critical vulnerability in software 509 allowing remote exploitation.,high,8.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T9813,TTP-510,TTP,impact,Adversaries may perform malicious activity related to TTP 510.,high,,
T5674,TTP-511,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 511.,high,,
CVE-2021-2607,CVE-512,CVE,initial-access,Critical vulnerability in software 512 allowing remote exploitation.,critical,9.3,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
T2553,TTP-513,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 513.,medium,,
T4458,TTP-514,TTP,persistence,Adversaries may perform malicious activity related to TTP 514.,high,,
CVE-2020-7168,CVE-515,CVE,privilege-escalation,Critical vulnerability in software 515 allowing remote exploitation.,high,8.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2024-1715,CVE-516,CVE,initial-access,Critical vulnerability in software 516 allowing remote exploitation.,critical,7.3,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T6323,TTP-517,TTP,persistence,Adversaries may perform malicious activity related to TTP 517.,critical,,
CVE-2025-9634,CVE-518,CVE,execution,Critical vulnerability in software 518 allowing remote exploitation.,critical,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
T3663,TTP-519,TTP,discovery,Adversaries may perform malicious activity related to TTP 519.,high,,
CVE-2021-3179,CVE-520,CVE,initial-access,Critical vulnerability in software 520 allowing remote exploitation.,high,9.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2024-5159,CVE-521,CVE,execution,Critical vulnerability in software 521 allowing remote exploitation.,high,7.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T8999,TTP-522,TTP,execution,Adversaries may perform malicious activity related to TTP 522.,high,,
CVE-2025-1551,CVE-523,CVE,execution,Critical vulnerability in software 523 allowing remote exploitation.,high,9.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2024-3898,CVE-524,CVE,initial-access,Critical vulnerability in software 524 allowing remote exploitation.,high,8.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2022-7624,CVE-525,CVE,execution,Critical vulnerability in software 525 allowing remote exploitation.,high,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2024-5606,CVE-526,CVE,execution,Critical vulnerability in software 526 allowing remote exploitation.,high,9.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2023-8418,CVE-527,CVE,execution,Critical vulnerability in software 527 allowing remote exploitation.,critical,9.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2020-2879,CVE-528,CVE,privilege-escalation,Critical vulnerability in software 528 allowing remote exploitation.,high,7.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T7596,TTP-529,TTP,persistence,Adversaries may perform malicious activity related to TTP 529.,critical,,
T6088,TTP-530,TTP,persistence,Adversaries may perform malicious activity related to TTP 530.,high,,
CVE-2022-2687,CVE-531,CVE,execution,Critical vulnerability in software 531 allowing remote exploitation.,high,9.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2025-3880,CVE-532,CVE,execution,Critical vulnerability in software 532 allowing remote exploitation.,critical,8.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T3038,TTP-533,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 533.,high,,
CVE-2022-4181,CVE-534,CVE,privilege-escalation,Critical vulnerability in software 534 allowing remote exploitation.,critical,8.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T9186,TTP-535,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 535.,high,,
T9856,TTP-536,TTP,discovery,Adversaries may perform malicious activity related to TTP 536.,high,,
T1444,TTP-537,TTP,impact,Adversaries may perform malicious activity related to TTP 537.,high,,
T8551,TTP-538,TTP,persistence,Adversaries may perform malicious activity related to TTP 538.,critical,,
T6148,TTP-539,TTP,persistence,Adversaries may perform malicious activity related to TTP 539.,high,,
CVE-2023-7630,CVE-540,CVE,execution,Critical vulnerability in software 540 allowing remote exploitation.,high,9.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T5542,TTP-541,TTP,execution,Adversaries may perform malicious activity related to TTP 541.,critical,,
T5054,TTP-542,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 542.,critical,,
T9573,TTP-543,TTP,execution,Adversaries may perform malicious activity related to TTP 543.,high,,
T3284,TTP-544,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 544.,medium,,
T3929,TTP-545,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 545.,critical,,
T3479,TTP-546,TTP,execution,Adversaries may perform malicious activity related to TTP 546.,medium,,
CVE-2022-9385,CVE-547,CVE,initial-access,Critical vulnerability in software 547 allowing remote exploitation.,high,8.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
T3374,TTP-548,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 548.,high,,
CVE-2025-7174,CVE-549,CVE,privilege-escalation,Critical vulnerability in software 549 allowing remote exploitation.,high,8.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T5839,TTP-550,TTP,persistence,Adversaries may perform malicious activity related to TTP 550.,critical,,
T3515,TTP-551,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 551.,high,,
CVE-2020-3809,CVE-552,CVE,privilege-escalation,Critical vulnerability in software 552 allowing remote exploitation.,high,7.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T6269,TTP-553,TTP,execution,Adversaries may perform malicious activity related to TTP 553.,medium,,
T7012,TTP-554,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 554.,critical,,
CVE-2021-6860,CVE-555,CVE,execution,Critical vulnerability in software 555 allowing remote exploitation.,high,9.1,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2024-1109,CVE-556,CVE,privilege-escalation,Critical vulnerability in software 556 allowing remote exploitation.,critical,8.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T9883,TTP-557,TTP,impact,Adversaries may perform malicious activity related to TTP 557.,medium,,
CVE-2024-4172,CVE-558,CVE,privilege-escalation,Critical vulnerability in software 558 allowing remote exploitation.,high,8.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
T2451,TTP-559,TTP,impact,Adversaries may perform malicious activity related to TTP 559.,critical,,
T2688,TTP-560,TTP,discovery,Adversaries may perform malicious activity related to TTP 560.,high,,
CVE-2021-4514,CVE-561,CVE,initial-access,Critical vulnerability in software 561 allowing remote exploitation.,critical,9.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2024-7940,CVE-562,CVE,initial-access,Critical vulnerability in software 562 allowing remote exploitation.,high,10.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T9049,TTP-563,TTP,discovery,Adversaries may perform malicious activity related to TTP 563.,critical,,
T2954,TTP-564,TTP,discovery,Adversaries may perform malicious activity related to TTP 564.,medium,,
CVE-2022-1680,CVE-565,CVE,initial-access,Critical vulnerability in software 565 allowing remote exploitation.,critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
